ename,etname
增减,行为(机器行为、人类行为)
便于,效用(充当形容词)
现代运营管理,专有名词
行车指挥,行为(机器行为、人类行为)
现代运营管理,专有名词
防灾安全,行为(机器行为、人类行为)
现代运营管理,专有名词
乘客服务,行为(机器行为、人类行为)
构建,行为(机器行为、人类行为)
综合监控系统,专有名词
骨干网,物理工作成果
综合监控系统,抽象施工元素
配置,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
运营辅助管理功能,专有名词
运营数据统计,行为(机器行为、人类行为)
运营辅助管理功能,专有名词
操作员培训,行为(机器行为、人类行为)
运营辅助管理功能,专有名词
决策支持,行为(机器行为、人类行为)
功能,属性名
列车运行,行为(机器行为、人类行为)
功能,属性名
设备状态自动监视,行为(机器行为、人类行为)
设备,物理施工元素
综合监控系统,抽象施工元素
工业级网络,物理工作成果
可靠,效用(充当形容词)
工业级网络,物理工作成果
可维护,效用(充当形容词)
工业级网络,物理工作成果
易扩展,效用(充当形容词)
控制产品,物理工作成果
可靠,效用(充当形容词)
控制产品,物理工作成果
可维护,效用(充当形容词)
控制产品,物理工作成果
易扩展,效用(充当形容词)
数量,属性名
接口,物理施工元素
数量,属性名
车站,建筑
数量,属性名
便于增减,效用(充当形容词)
功能,属性名
上层信息管理系统,抽象施工元素
控制命令,抽象施工元素
系统监控,行为(机器行为、人类行为)
传输时间,专有名词
控制命令,抽象施工元素
设备状态变化反映时间,专有名词
系统监控,行为(机器行为、人类行为)
供电,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
特点,效用(充当形容词)
地铁系统,抽象施工元素
线路敷设方式,专有名词
地铁系统,抽象施工元素
所属地域的气候条件,环境条件
地铁系统,抽象施工元素
设置,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
基本原则,文件工作成果
分散控制,效用(充当形容词)
基本原则,文件工作成果
集中管理,效用(充当形容词)
基本原则,文件工作成果
资源共享,效用(充当形容词)
原则,属性名
同一时间只发生一次火灾,效用(充当形容词)
信息处理能力,行为(机器行为、人类行为)
完备的,属性名
获得的数据,专有名词
乘客信息系统,抽象施工元素
原则,属性名
独立设置,属性值
原则,属性名
环境与设备监控系统,抽象施工元素
编制,行为(机器行为、人类行为)
原则,属性名
组成,行为(机器行为、人类行为)
分层、分布式计算机控制系统,抽象施工元素
车站及中央级监控功能,属性值
环境与设备监控系统,抽象施工元素
设备,物理工作成果
合用,行为(机器行为、人类行为)
功能,属性名
车站自动或手动火灾模式指令,专有名词
功能,属性名
车站防烟、排烟模式,专有名词
功能,属性名
停车位置,属性名
功能,属性名
火灾部位信息,属性名
功能,属性名
隧道防排烟模式,专有名词
功能,属性名
车站乘客导向标识系统,抽象施工元素
功能,属性名
应急照明系统,抽象施工元素
功能,属性名
各排水泵房危险水位,属性名
设备,物理工作成果
通风,属性名
设备,物理工作成果
空调,工具
设备,物理工作成果
供暖,效用(充当形容词)
优化运行,行为(机器行为、人类行为)
系统设备,物理工作成果
监控系统软件平台,物理工作成果
成熟,效用(充当形容词)
监控系统软件平台,物理工作成果
可靠,效用(充当形容词)
监控系统软件平台,物理工作成果
开放,效用(充当形容词)
开放性接口,物理工作成果
良好、通用的,效用(充当形容词)
发展趋势,专有名词
计算机软件,物理工作成果
发展趋势,专有名词
通信,专有名词
发展趋势,专有名词
自动化,专有名词
系统维护,行为(机器行为、人类行为)
完整的,效用(充当形容词)
诊断,行为(机器行为、人类行为)
完整的,效用(充当形容词)
功能,属性名
系统维护,行为(机器行为、人类行为)
功能,属性名
诊断,行为(机器行为、人类行为)
人机界面,专有名词
良好的,效用(充当形容词)
控制,行为(机器行为、人类行为)
数据流,专有名词
现场调试,行为(机器行为、人类行为)
长期,属性值
现场调试,行为(机器行为、人类行为)
分阶段,属性值
运行,行为(机器行为、人类行为)
已运行的系统,物理施工元素
结构,属性名
模块化,属性值
结构,属性名
组件化,属性值
开放性,属性值
良好的,效用(充当形容词)
扩展性,属性值
良好的,效用(充当形容词)
可移植性,属性值
良好的,效用(充当形容词)
硬件集成环境,环境条件
不同方式,属性值
软件配置形态,属性名
不同方式,属性值
技术,专有名词
冗余,属性值
技术,专有名词
容错,属性值
技术,专有名词
自恢复,属性值
金属套管,物理施工元素
同一根,属性值
信息,专有名词
新闻,专有名词
信息,专有名词
天气预报,专有名词
信息,专有名词
道路交通,专有名词
信息,专有名词
公共信息,专有名词
信息,专有名词
公益广告,专有名词
服务功能,属性名
乘客被动式,属性值
服务功能,属性名
多媒体导乘信息获取,行为(机器行为、人类行为)
服务功能,属性名
主动式多媒体咨询,行为(机器行为、人类行为)
服务功能,属性名
查询,行为(机器行为、人类行为)
媒体格式,专有名词
文字,专有名词
媒体格式,专有名词
图片,专有名词
媒体格式,专有名词
视频信息,专有名词
优先级别定义功能,专有名词
数据传送,行为(机器行为、人类行为)
优先级别定义功能,专有名词
数据显示,行为(机器行为、人类行为)
数据,专有名词
定义级别高,属性值
多区域屏幕,工具
每个区域可独立控制,效用(充当形容词)
分割功能,专有名词
多区域屏幕,工具
功能,属性名
单独播出列表,行为(机器行为、人类行为)
专业接口,专有名词
时钟系统,抽象施工元素
专业接口,专有名词
信号系统,抽象施工元素
专业接口,专有名词
综合监控系统,抽象施工元素
专业接口,专有名词
地铁内部,空间位置
外部信息源接口,专有名词
数字电视,物理施工元素
外部信息源接口,专有名词
无线电视,物理施工元素
外部信息源接口,专有名词
有线电视,物理施工元素
信息功能,专有名词
调停,行为(机器行为、人类行为)
信息功能,专有名词
折返,行为(机器行为、人类行为)
信息功能,专有名词
回库,行为(机器行为、人类行为)
时间,专有名词
指定的,效用(充当形容词)
地点,专有名词
指定的,效用(充当形容词)
区域,专有名词
指定的,效用(充当形容词)
信息,专有名词
全面的,效用(充当形容词)
信息,专有名词
实时的,效用(充当形容词)
阻燃屏蔽电缆,物理施工元素
无卤,属性值
阻燃屏蔽电缆,物理施工元素
低烟,属性值
重要设施的通道门,物理工作成果
涉及安全的,效用(充当形容词)
功能,属性名
出入口监控,行为(机器行为、人类行为)
功能,属性名
安全管理,行为(机器行为、人类行为)
系统标准,文件工作成果
统一的,效用(充当形容词)
系统,专有名词
车站级以下,效用(充当形容词)
设备,专有名词
车站级以下,效用(充当形容词)
系统,专有名词
重要的,效用(充当形容词)
主变电所,建筑
无人值班的,效用(充当形容词)
门禁,专有名词
一级安全等级,属性值
用房,建筑
重要维修,行为(机器行为、人类行为)
用房,建筑
测试设备,物理工作成果
常用门,物理工作成果
一个,属性值
不间断工作,行为(机器行为、人类行为)
7×24h,属性值
功能,专有名词
断电释放,行为(机器行为、人类行为)
受控房间,空间
任意,效用(充当形容词)
门体受力,属性名
最合适,效用(充当形容词)
位置,空间位置
门体受力,属性名
接口,专有名词
建筑专业,专有名词
供电,行为(机器行为、人类行为)
一级负荷,专有名词
地铁线路,物理工作成果
单条或多条,属性值
区域,空间
方便运营管理,效用(充当形容词)
功能,属性名
防灾和应急指挥,行为(机器行为、人类行为)
办公管理和生活设施,专有名词
运营调度管理,行为(机器行为、人类行为)
办公管理和生活设施,专有名词
技术管理,行为(机器行为、人类行为)
办公管理和生活设施,专有名词
生产和作业管理,行为(机器行为、人类行为)
要求,专有名词
专业的,效用(充当形容词)
要求,专有名词
消防,属性名
要求,专有名词
结构,属性名
预留空间,行为(机器行为、人类行为)
检修,行为(机器行为、人类行为)
预留空间,行为(机器行为、人类行为)
更新改造,行为(机器行为、人类行为)
安全功能,属性名
防火,属性值
安全功能,属性名
防水,属性值
安全功能,属性名
防鼠,属性值
专业的要求,文件工作成果
强电,专有名词
专业的要求,文件工作成果
弱电,专有名词
专业的要求,文件工作成果
消防,专有名词
选择,行为(机器行为、人类行为)
电缆,物理施工元素
敷设,行为(机器行为、人类行为)
管线,物理施工元素
敷线方式,属性名
电缆井,专有名词
专业的要求,专有名词
强电,专有名词
专业的要求,专有名词
弱电,专有名词
专业的要求,专有名词
消防,专有名词
温差,环境条件
模拟屏,物理工作成果
系统,抽象施工元素
防排烟,行为(机器行为、人类行为)
安防设施,物理工作成果
闭路电视监视系统,抽象施工元素
安防设施,物理工作成果
门禁系统,抽象施工元素
自动扶梯,专有名词
公共交通型,属性名
自动人行道,专有名词
公共交通型,属性名
节电功能,行为(机器行为、人类行为)
变频调速,专有名词
监控,行为(机器行为、人类行为)
环境与设备监控系统,物理施工元素
自动扶梯,物理工作成果
事故疏散用,效用(充当形容词)
连续运行时间,行为(机器行为、人类行为)
自动扶梯,物理工作成果
